title,cgross,studio,theaters2,theaters1,opening_gross,release_data
Nobody Knows,684118,IFC,2,23,32393,2/4/05
Nobody Walks,25342,Magn.,2,7,7269,10/19/12
Nobody's Fool,0,Par.,0,0,0,11/2/18
Nobody's Fool,39491975,Par.,6,1107,92838,12/23/94
Nobody's Fool (1986),563358,Isld,290,290,258100,11/7/86
Nobody's Perfect,2122,Lorb.,1,1,533,4/16/10
Nobody's Perfekt,0,Col.,0,0,0,7/24/81
Nocturama,30157,Ghop,3,90,5402,8/11/17
Nocturnal Animals,10663357,Focus,37,1262,492648,11/18/16
Noel,0,Conv.,0,0,0,11/12/04
Noelle,257868,8X,203,203,165445,12/7/07
Noi,60555,Palm,1,7,4808,3/19/04
Noise,16513,Think,2,2,3687,5/9/08
Noises Off,2280148,BV,451,451,981452,3/20/92
Nola,10550,IDP,19,19,6010,8/29/03
Noma - My Perfect Storm,21130,Magn.,4,5,2987,12/18/15
Nomad (The Warrior),79123,Wein.,30,60,14250,3/16/07
Nomads,2278264,Atl,496,496,1013328,3/7/86
The Nomi Song,74631,Palm,2,3,14510,2/4/05
Non-Stop,92168600,Uni.,3090,3183,28875635,2/28/14
Nora,15120,And.,8,8,12297,5/4/01
Norbit,95673607,P/DW,3136,3145,34195434,2/9/07
Norm of the North,17062499,LGF,2411,2411,6844137,1/15/16
Norma Rae,22228000,Fox,48,0,262778,3/2/79
Normal Adolescent Behavior,0,NL,0,0,0,0
Normal Life,22891,FL,1,2,3315,10/25/96
Norman Lear: Just Another Version of You,70950,MBox,2,6,16912,7/8/16
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,3814868,SPC,5,373,99211,4/14/17
"Norte, the End of History",10457,CGld,1,2,2164,6/20/14
North,7182747,Col.,1481,1481,3036050,7/22/94
North by Northwest,0,MGM,0,0,0,7/28/59
North Country,18337722,WB,2555,2555,6422455,10/21/05
North Dallas Forty,26079312,Par.,0,0,0,8/1/79
North Face,711421,MBox,4,36,23050,1/29/10
North Sea Texas,28307,Strand,3,3,4487,11/2/12
North Shore,3832228,Uni.,802,802,1319290,8/14/87
North to Alaska,0,Fox,0,0,0,11/7/60
Northern Lights (2013 re-release),9453,APD/C,1,2,2256,9/20/13
Northern Limit Line,337907,WGUSA,13,13,108255,7/17/15
Northern Soul,8886,Free,10,10,6786,10/2/15
Northfork,1420578,ParC,5,71,61481,7/11/03
Norwegian Wood,13000,RF,3,3,13000,1/6/12
Nosferatu (1922),0,FArts,0,0,0,6/3/29
Nossa Chape (Our Team),0,Fox Sports,0,0,0,6/1/18
Nostalghia,18846,KL,1,1,5233,5/31/13
Nostalgia,114603,BST,3,140,15955,2/16/18
Nostalgia for the Light,163962,Icar.,1,6,5664,1/13/11
Nostradamus,364164,OrionC,5,9,27312,9/16/94
Not Another Teen Movie,38252284,Sony,2365,2365,12615116,12/14/01
Not Bad for a Girl,6152,Hor.,0,0,0,10/18/96
Not Cool,36026,SM,1,1,10329,9/19/14
Not Easily Broken,10572742,SGem,724,725,5314278,1/9/09
Not Fade Away,610792,ParV,3,565,19182,12/21/12
Not Forgotten,53744,Anch.,1,4,10930,5/1/09
Not One Less,592586,SPC,6,24,50256,2/18/00
Not Quite Hollywood,21152,Magn.,2,6,4694,7/31/09
Not Today,318121,Free,41,41,96347,4/12/13
Not Without My Daughter,14789113,MGM,1137,1141,3804055,1/11/91
The Notebook,81001787,NL,2303,2323,13464745,6/25/04
The Notebook (2014),66559,SPC,2,15,3127,8/29/14
Notes from Underground,0,N.Arts,0,0,0,11/29/96
Notes on a Scandal,17510118,FoxS,22,682,414487,12/25/06
Notes on Appearance,4867,Ghop,1,2,2239,8/17/18
Notes on Marie Menken,577,Icar.,1,1,577,2/9/07
Nothing Bad Can Happen,4870,Drft.,4,8,2853,6/27/14
Nothing But a Man (2012 re-release),13063,APD/C,1,2,3466,11/9/12
Nothing But the Truth,0,YFG,0,0,0,TBD
Nothing But Trouble,8479793,WB,1671,1671,3966240,2/15/91
Nothing in Common,32324557,TriS,618,980,3279650,8/1/86
Nothing Left to Fear,7886,Anch.,5,5,7886,10/4/13
Nothing Like the Holidays,7503736,Over.,1671,1671,3531664,12/12/08
Nothing Personal,40374,Trim.,1,1,5563,4/25/97
Nothing to Declare (Rien a declarer),0,0,0,0,0,0
Nothing to Lose,44480039,BV,1862,1888,11617767,7/18/97
Nothing to Lose (2018),1016188,Swen,69,69,679531,5/11/18
Notorious (1946),0,RKO,0,0,0,8/15/46
Notorious (2009),36843682,FoxS,1638,1641,20497596,1/16/09
The Notorious Bettie Page,1415082,PicH,20,73,143131,4/14/06
Notorious C.H.O.,1033395,Wells,1,26,13188,6/28/02
Notting Hill,116089678,Uni.,2747,2786,21811180,5/28/99
Nouvelle-France,1599716,Chri.,80,80,468625,11/19/04
November,192186,SPC,8,27,21813,7/22/05
November (2018),19084,Osci.,1,8,3354,2/23/18
November Criminals,0,VE,0,0,0,12/8/17
The November Man,25018119,Rela.,2776,2776,7911597,8/27/14
Novitiate,580346,SPC,3,163,22724,10/27/17
Novocaine,2036682,Art.,105,189,418098,11/16/01
Now & Later,1808,CLS,1,1,1516,2/18/11
Now and Forever,0,Illm.,10,10,0,8/19/05
Now and Then,27112329,NL,1572,1713,7440173,10/20/95
Now You See Me,117723989,LG/S,2925,3082,29350389,5/31/13
Now You See Me 2,65075540,LG/S,3232,3232,22383146,6/10/16
"Now, Forager",11146,Argo.,1,4,1539,10/3/12
NOW: In the Wings on a World Stage,49591,Spa.,3,3,21500,5/2/14
Nowhere,194201,FL,2,6,27354,5/9/97
Nowhere Boy,1457248,Wein.,4,215,52749,10/8/10
Nowhere in Africa,6180200,Zeit.,2,78,22070,3/7/03
Nowhere Man,3105,FRun,1,2,173,3/11/05
Nowhere to Hide,847468,NCeV,0,0,0,1987
Nowhere to Run,22189039,Col.,1745,1776,8203255,1/15/93
Nowitzki,41340,Magn.,4,4,20049,7/10/15
Nuclear Nation,4960,FRun,1,1,2268,12/11/13
The Nude Bomb,14662035,Uni.,793,0,3565066,5/9/80
Nuit de noces,1238180,Sev.,75,76,241697,6/1/01
The Number 23,35193167,NL,2759,2759,14602867,2/23/07
Number One Fan,15549,Distrib.,1,1,1023,9/4/15
Number One with a Bullet,410952,Can.,223,223,210761,2/27/87
The Nun,110757310,WB (NL),3876,3876,53807379,9/7/18
Nuns on the Run,10959015,Fox,76,702,658835,3/16/90
Nunzio,52195,Uni.,0,0,0,5/12/78
Nurse Betty,25170054,USA,1459,1491,7145950,9/8/00
Nursery University,26042,Vari.,1,4,11307,4/24/09
The Nut Job,64251541,ORF,3427,3472,19423000,1/17/14
The Nut Job 2: Nutty by Nature,28370522,ORF,4003,4003,8342311,8/11/17
The Nutcracker,2119994,WB,786,786,783721,11/24/93
The Nutcracker and the Four Realms,0,BV,0,0,0,11/2/18
The Nutcracker in 3D,195459,Free,42,115,65944,11/24/10
The Nutcracker Prince,1781694,WB,906,906,908999,11/21/90
Nutcracker: The Motion Picture,781727,Atl,597,597,351633,11/26/86
Nuts,30950002,WB,536,1112,4606083,11/20/87
Nuts!,44230,Cartuna,0,7,0,6/22/16
The Nutty Professor (1963),0,Par.,0,0,0,6/4/63
The Nutty Professor (1996),128814019,Uni.,2115,2239,25411725,6/28/96
The Nutty Professor II: The Klumps,123309890,Uni.,3242,3251,42518830,7/28/00
Nymphomaniac: Director's Cut,0,Magn.,0,0,0,10/3/14
Nymphomaniac: Volume I,785896,Magn.,25,59,158369,3/21/14
Nymphomaniac: Volume II,327167,Magn.,30,31,74978,4/4/14
O,16025437,Lions,1434,1464,5655658,8/31/01
"O Brother, Where Art Thou?",45512588,BV,5,847,195104,12/22/00
O Fantasma,126783,Pict.,1,1,10953,11/22/02
O Jerusalem,234480,IDP,12,26,31165,10/17/07
O'Horten,302232,SPC,8,23,24938,5/22/09
O.C. and Stiggs,29815,MGM,18,18,6273,7/10/87
Oasis,10304,Life,2,2,6485,5/7/04
Oasis: Supersonic,242867,A24,14,106,16880,10/26/16
The Oath,42273,Zeit.,1,4,5760,5/7/10
The Oath (2018),0,RAtt.,0,0,0,10/12/18
The Obama Effect,110904,ArcEnt,25,25,83896,7/13/12
Obit.,315049,KL,0,22,0,1/5/17
The Object of Beauty,5136759,Ave,18,18,208119,4/12/91
The Object of My Affection,29187243,Fox,1890,1990,9725855,4/17/98
The Objective,95,IFC,1,1,95,2/4/09
Oblivion,89107235,Uni.,3783,3792,37054485,4/19/13
Obscene,0,Arth.,0,0,0,9/26/08
Observe and Report,24007324,WB,2727,2727,11017334,4/10/09
Obsessed,68261644,SGem,2514,2634,28612730,4/24/09
Obsession,0,Col.,0,0,0,8/1/76
Obvious Child,3123963,A24,3,202,77315,6/6/14
OC87,43583,FKF,1,6,5733,5/25/12
Occupation: Dreamland,8018,Rum.,2,2,8018,9/23/05
Occupy Unmasked,52768,Magn.,4,4,40952,9/21/12
Ocean Waves,83962,GK,1,17,4942,12/28/16
Ocean's 11,0,WB,0,0,0,8/10/60
Ocean's 8,139377762,WB,4145,4145,41607378,6/8/18
Ocean's Eleven,183417150,WB,3075,3075,38107822,12/7/01
Ocean's Thirteen,117154724,WB,3565,3565,36133403,6/8/07
Ocean's Twelve,125544280,WB,3290,3290,39153380,12/10/04
Oceans,19422319,BV,1206,1232,6058958,4/22/10
The Octagon,18971000,AmCi,0,0,0,8/14/80
October Baby,199442,5&2,13,14,102096,10/28/11
October Baby (2012),5157886,Gold.,390,390,1697130,3/23/12
October Country,26185,ICir,1,4,7026,2/12/10
October Sky,32547800,Uni.,1495,1702,5905250,2/19/99
Octopussy,67893619,MGM,1311,1339,8902564,6/10/83
Octubre,32127,NYer,2,2,7054,5/6/11
Oculus,27695246,Rela.,2648,2648,12005402,4/11/14
The Odd Couple,44527234,Par.,0,0,0,5/2/68
The Odd Couple II,18912328,Par.,1650,1852,4810288,4/10/98
The Odd Life of Timothy Green,51854875,BV,2598,2717,10822903,8/15/12
Ode to My Father,2300121,CJ,1,38,33880,12/25/14
Of Gods and Men,3954651,SPC,33,120,308895,2/25/11
Of Horses and Men,11894,MBox,1,2,9565,3/6/15
Of Love and Shadows,19710,Mira.,2,4,6357,5/10/96
Of Mice and Men,5471088,MGM,13,398,97851,10/2/92
Of Mind and Music,15073,Mont.,1,3,932,2/12/16
Of Time and the City,32677,Strand,1,2,5595,1/21/09
Of Unknown Origin,1080470,WB,199,199,540446,11/23/83
Off and Running,18262,FRun,1,1,7978,1/29/10
Off Beat,4842778,BV,1127,1127,2011192,4/11/86
Off Limits,7242035,Fox,1366,1371,2796111,3/11/88
Off the Black,24425,Think,2,4,6763,12/8/06
Off the Lip,15217,Hann.,31,31,10608,5/7/04
Off the Map,1317167,Hole.,10,70,50865,3/11/05
Off the Menu...,19285,N.Arts,0,0,0,5/15/98
Off the Rails,34249,TFC,1,3,8795,11/18/16
The Offence,0,UA,0,0,0,5/11/73
Offender,0,----,0,0,0,0
Offender,0,----,0,0,0,0
Offender,0,----,0,0,0,0
Offender,0,S,0,0,0,0
The Office,63675,CL,15,15,34144,9/18/15
Office Christmas Party,54767494,Par.,3210,3210,16890204,12/9/16
Office Killer,76054,Strand,0,0,0,12/3/97
Office Space,10827810,Fox,1740,1740,4231727,2/19/99
An Officer and a Gentleman,129795554,Par.,346,1050,3304679,7/30/82
Officer Down,1463,Anch.,1,1,1061,1/18/13
Officer Downe,850,Magn.,2,2,470,11/18/16
The Official Story,29426,ALM,1,1,29426,11/8/85
Offside,180530,SPC,5,17,18003,3/23/07
The Offspring,1355728,MovE,55,137,154991,9/4/87
The Ogre,50935,Kino,0,0,0,12/11/98
The OH in Ohio,418689,Cyan,14,20,61043,7/14/06
Oh Lucy!,375391,FM,3,41,14569,3/2/18
Oh My God?,38244,Mitro.,3,7,8263,11/13/09
"Oh, God!",41687243,WB,198,198,2040920,10/7/77
"Oh, God! Book II",14504277,WB,1033,0,3439846,10/3/80
"Oh, God! You Devil!",21538850,WB,1384,1384,5560001,11/9/84
"Oh, Heavenly Dog!",6216067,Fox,114,0,323320,7/11/80
Ok Jaanu,355922,FIP,121,121,225968,1/13/17
OKA!,18364,Da.,1,2,4461,10/14/11
Oklahoma!,0,Fox,0,0,0,10/11/55
The Old Dark House (2017 re-issue),25678,Cohen,0,1,0,10/27/17
Old Dog,0,Icar.,0,0,0,5/15/13
Old Dogs,49492060,BV,3425,3425,16894511,11/25/09
Old Fashioned,1914090,Free,3,298,38965,2/6/15
The Old Fashioned Way,0,Par.,0,0,0,7/13/34
Old Gringo,3574256,Col.,237,237,1151749,10/6/89
Old Joy,255923,Kino,1,12,3310,8/25/06
The Old Man & the Gun,190455,FoxS,5,49,142131,9/28/18
Old School,75585093,DW,2689,2742,17453216,2/21/03
Old Stone,7476,Zeit.,1,6,1676,11/30/16
Oldboy,707481,Tar.,5,28,68957,3/25/05
Oldboy (2013),2193658,FD,583,583,885382,11/27/13
Oleanna,124693,Gold.,15,22,25316,11/4/94
Oliver & Company,53279055,BV,952,1503,4022752,11/18/88
Oliver & Company (Re-issue),20872291,BV,2180,2189,4490921,3/29/96
Oliver Twist,2080321,Sony,5,779,68447,9/23/05
Olivia Experiment,15122,Indic.,2,6,2754,8/22/14
"Olivier, Olivier",1154476,SPC,0,0,0,3/3/93
"Olly, Olly, Oxen Free",0,Sanr.,0,0,0,Aug-78
Olvidados (Forgotten),24638,CLS,1,1,2791,9/18/15
Olympus Has Fallen,98925640,FD,3098,3106,30373794,3/22/13
Om Shanti Om,3597372,Eros,114,114,1764131,11/9/07
Omar,356000,AF,53,53,157000,2/21/14
The Omega Code,12614346,Prov.,304,450,2354362,10/15/99
The Omen,60922980,Fox,515,515,4273886,6/25/76
The Omen (2006),54607383,Fox,2723,2723,16026496,6/6/06
Omkara,1244576,Eros,47,47,427400,7/28/06
On a Clear Day,191033,Focus,5,33,17303,4/7/06
On a Clear Day You Can See Forever,14000000,Par.,0,0,0,6/17/70
On an Island with You,0,MGM,0,0,0,5/3/48
On Any Sunday: The Next Chapter,543044,Hann.,231,231,320894,11/7/14
On Broadway,23968,0,5,5,8268,3/14/08
On Chesil Beach,745971,BST,4,203,35765,5/18/18
On Deadly Ground,38590458,WB,2010,2010,12679573,2/18/94
On Golden Pond,119285432,Uni.,2,1015,89213,12/4/81
On Guard,97552,Emp.,1,4,11756,10/18/02
On Her Majesty's Secret Service,22774493,UA,0,0,0,12/18/69
On Her Shoulders,0,Osci.,0,0,0,10/19/18
On Line,167102,Indic.,6,7,25658,6/27/03
On Meditation,4322,KL,0,2,0,7/27/16
On Moonlight Bay,0,WB,0,0,0,7/26/51
On My Way,317324,Cohen,1,32,10536,3/14/14
On the Avenue,0,Fox,0,0,0,2/4/37
On the Basis of Sex,0,Focus,0,0,0,12/25/18
On the Beach at Night Alone,37489,CGld,1,3,7594,11/17/17
On the Bowery (re-release),41802,Mile.,1,1,13236,9/17/10
On the Ice,73492,PMKBNC,4,5,17901,2/17/12
On the Job,164620,WGUSA,29,29,56098,9/27/13
On the Line,4365455,Mira.,900,901,2307063,10/26/01
On The Map,17099,Jude,0,4,0,11/25/16
"On the Other Hand, Death",2892,Reg.,1,2,1537,7/18/08
On the Other Side of the Tracks,9572,Wein.,50,50,5923,4/4/14
On the Outs,49940,Fader,1,11,7765,7/13/05
On the Right Track,0,Uni.,0,0,0,3/6/81
On the Riviera,0,Fox,0,0,0,4/20/51
On the Road,744296,IFC,4,107,39550,12/21/12
On the Ropes,46737,Wells,1,5,7431,8/18/99
On the Rumba River,1698,FRun,1,1,1156,6/6/08
On the Run: Trilogy 1,65172,Magn.,1,4,8653,1/30/04
On the Town,0,MGM,0,0,0,12/8/49
On the Waterfront,0,Col.,0,0,0,7/28/54
On the Way to School,7424,Distrib.,0,2,0,2/6/15
On War,5086,Indic.,1,2,2210,11/20/15
On Wings of Eagles,5975,AD,0,10,0,11/3/17
Once,9439923,FoxS,2,150,61901,5/16/07
Once a Thief,0,MGM,0,0,0,9/8/65
Once Around,14851083,Uni.,16,735,309571,1/18/91
Once Bitten,10000000,Gold.,1095,1095,4025657,11/15/85
Once I Was a Beehive,732655,Purd.,19,32,48409,8/14/15
Once in a Lifetime,144601,Mira.,1,12,9805,7/7/06
Once in the Life,54780,Lions,15,15,28358,10/27/00
Once Is Not Enough,15700729,Par.,0,0,0,6/18/75
Once Upon a Crime,8669847,MGM,1101,1101,3249740,3/6/92
Once Upon a Forest,6582052,Fox,1487,1496,2206251,6/18/93
Once Upon A Time,485728,WGUSA,51,51,249933,8/11/17
Once Upon a Time in America,5321508,WB,894,894,2412014,6/1/84
Once Upon a Time in Anatolia,152408,CGld,1,6,10952,1/4/12
Once Upon a Time in Hollywood,0,Sony,0,0,0,7/26/19
Once Upon a Time in Mexico,56359780,Sony,3282,3289,23424118,9/12/03
Once Upon a Time in Mumbai Dobaara,0,B4U,122,122,0,8/15/13
Once Upon a Time in the Midlands,172564,SPC,6,17,21475,8/29/03
"Once Upon a Time Veronica (Era uma vez eu, Veronica)",0,BWP,0,0,0,11/28/14
Once Upon a Time... When We Were Colored,2291255,Leg.,14,77,75675,1/26/96
Once Were Warriors,1608570,FL,0,0,0,3/3/95
Ondine,550472,Magn.,5,39,27497,6/4/10
The One,43905746,SonR,2894,2894,19112404,11/2/01
The One (2011),0,TLA,1,1,0,10/7/11
The One and Only,16928137,Par.,0,0,0,2/2/78
One Bright Shining Moment: The Forgotten Summer of George McGovern,15504,FRun,1,2,2876,9/16/05
One Chance,101196,Wein.,43,43,33405,10/10/14
One Crazy Summer,13431806,WB,984,984,3433952,8/8/86
"One Cut, One Life",9406,FRun,2,2,4127,5/13/15
One Day,13843771,Focus,1719,1725,5079566,8/19/11
One Day in September,156818,SPC,5,5,15149,11/17/00
One Day Pina Asked...,18016,Icar.,1,2,1756,4/4/14
One Day You'll Understand,145642,Kino,3,7,19198,10/31/08
One Direction: This is Us,28873374,TriS,2735,2735,15815497,8/30/13
One Direction: Where We Are,0,0,0,0,0,TBD
One False Move,1543112,IRS,5,32,44545,5/8/92
One Fine Day,46151454,Fox,1946,1975,6226430,12/20/96
One Flew Over the Cuckoo's Nest,108981275,UA,0,0,0,11/20/75
One For the Money,26414527,LGF,2737,2737,11515790,1/27/12
One from the Heart,636796,Col.,41,41,389249,2/12/82
One Good Cop,11276846,BV,1353,1454,3360277,5/3/91
One Hour Photo,31597131,FoxS,7,1332,321515,8/21/02
The One I Love,513447,RTWC,8,82,48059,8/22/14
The One I Wrote For You,58872,Abr.,49,49,48643,12/5/14
One Last Thing...,13334,Magn.,21,21,9160,5/5/06
One Magic Christmas,13677222,BV,824,827,2662241,11/22/85
One Man's Hero,240067,MGM,52,52,108567,9/24/99
One Missed Call,26890041,WB,2240,2240,12511473,1/4/08
One More Round,10629,SilP.,2,2,4984,2/25/05
One More Time,0,SM,0,0,0,4/8/16
One Night at McCool's,6290673,USA,1818,1818,2520041,4/27/01
One Night Stand,2642983,NL,407,407,978819,11/14/97
One Night with the King,13395961,8X,909,909,4120497,10/13/06
One Peace at a Time,11698,Mont.,1,2,4138,12/4/09
One Piece Film: Gold,423593,FUN,13,372,50241,1/10/17
One Piece Movie: The Desert Princess and the Pirates Adventures in Alabasta,6587,BPic,97,97,5791,2/7/08
"One Sings, the Other Doesn't",19919,Jan.,1,2,6700,6/1/18
One Small Hitch,7965,Free,10,10,5328,2/6/15
One to Another,18435,Strand,1,1,4515,6/29/07
One Tough Cop,1223034,Strat.,415,415,651350,10/9/98
One Track Heart: The Story of Krishna Das,100401,Zeit.,1,5,11515,5/8/13
One True Thing,23245840,Uni.,1590,1636,6606455,9/18/98
One Two Three,274589,Eros,42,42,246724,3/28/08
One Week,190441,Film,18,18,77575,10/19/01
One Week and a Day,41614,Osci.,3,16,6833,4/28/17
One-Trick Pony,843215,WB,30,0,150809,10/3/80
Onegin,206128,Gold.,1,6,8855,12/17/99
The Ones Below,12488,Magn.,4,4,5191,5/27/16
Ong Bak 2: The Beginning,102458,Magn.,10,12,26564,10/23/09
Ong Bak 3,14890,Magn.,3,4,5648,1/14/11
Ong Bak: The Thai Warrior,4563167,Magn.,387,387,1334869,2/11/05
The Onion Field,9890597,AVCO,0,0,0,9/19/79
Only Angels Have Wings,0,Col.,0,0,0,5/12/39
Only God Forgives,779188,RTWC,78,81,313958,7/19/13
Only Human,284961,Magn.,2,13,9590,6/16/06
The Only Living Boy in New York,624332,RAtt.,15,289,54458,8/11/17
Only Lovers Left Alive,1879534,SPC,4,95,87989,4/11/14
The Only Real Game,5384,TORG,1,1,1130,3/7/14
Only The Brave,18343983,Sony,2577,2577,6002665,10/20/17
Only the Brave,150000,Indic.,5,5,14825,5/28/10
Only the Lonely,21830957,Fox,1521,1553,5997993,5/24/91
Only the Strong,3283371,Fox,668,668,1286889,8/27/93
Only the Strong Survive,57581,Mira.,12,13,22035,5/9/03
Only the Young,15312,Osci.,1,2,1446,12/7/12
The Only Thrill,52436,Leg.,0,0,0,2/13/98
Only When I Dance,8738,FM,1,1,2181,7/2/10
Only When I Laugh,25524778,Col.,0,0,0,9/23/81
Only Yesterday (2016 re-release),453243,GK,1,44,14970,1/1/16
Only You,20059210,TriS,1600,1617,5711738,10/7/94
Only You,61565,CL,13,13,27311,7/24/15
Onmyoji,16234,Pio.,2,3,6258,4/25/03
Oogieloves In The BIG Balloon Adventure,1065907,KVP,2160,2160,443901,8/29/12
Oolong Courtyard,37727,CL,10,10,19065,8/24/18
OPA!,52453,Cdgm.,221,221,52453,10/16/09
Opal Dream,14443,Strand,4,4,2716,11/22/06
Open Doors,123470,OrionC,2,6,15726,3/8/91
Open Grave,0,Trib.,0,0,0,1/3/14
Open Hearts,136170,NM,2,13,14224,2/21/03
Open My Heart,4381,Strand,1,1,2049,12/17/04
Open Range,58331254,BV,2075,2268,14047781,8/15/03
The Open Road,19716,Anch.,14,14,13323,8/28/09
Open Season,85105259,Sony,3833,3833,23624548,9/29/06
Open Season (1996),9481,Leg.,5,5,5233,5/3/96
Open Season 3,0,SPHE,0,0,0,1/25/11
Open Water,30610863,Lions,47,2709,1100943,8/6/04
Open Windows,1750,Cdgm.,0,0,0,11/7/14
Open Your Eyes,370720,Art.,10,34,38289,4/16/99
Opening Night,23488,Castle,1,1,10491,5/17/91
Opening Night (2017),0,Instrum,0,0,0,6/2/17
The Opera Lover,1798,Outr.,2,2,1167,9/27/02
Operation Chromite,1023348,CJ,1,114,31662,8/5/16
Operation Condor,10405394,Mira.,1532,1532,4731751,7/18/97
Operation Crossbow,0,MGM,0,0,0,4/1/65
Operation Dumbo Drop,24670346,BV,2145,2158,6392155,7/28/95
Operation Filmmaker,11573,Icar.,1,1,2964,6/4/08
Operation Finale,17506878,MGM,1818,1818,6022758,8/29/18
Operation Homecoming,6795,Docu.,1,1,4516,2/9/07
Operation Mekong,800012,WGUSA,25,29,85082,9/30/16
Operation Pacific,0,WB,0,0,0,1/27/51
Operation Red Sea,1543547,WGUSA,45,55,436059,2/23/18
Operation Snafu,0,AIP,0,0,0,1965
The Operative,0,ArcEnt,0,0,0,6/23/17
The Opportunists,584054,First,5,31,46967,8/11/00
Opportunity Knocks,11359129,Uni.,1275,1275,3512625,3/30/90
The Opposite of Sex,5881367,SPC,5,165,102385,5/22/98
The Opposite Sex and How to Live With Them,690966,Mira.,630,630,525004,3/26/93
The Optimists: The Story of the Rescue of the Bulgarian Jews from the Holocaust,2377,Castle,1,1,2377,10/21/05
Opus: The Last Christmas,0,Wein.,0,0,0,TBD
Or (My Treasure),29194,Kino,2,2,5022,6/1/05
Orange County,41076018,Par.,2317,2317,15053226,1/11/02
The Oranges,366377,ATO,110,110,198461,10/5/12
Oranges and Sunshine,143480,Cohen,4,15,18600,10/21/11
Orca,14717854,Par.,0,0,0,7/13/77
Orchestra of Exiles,34577,FRun,1,5,6719,10/26/12
The Ordeal (Calvaire),3260,Palm,1,1,890,8/11/06
The Order,7660806,Fox,1975,1975,4438899,9/5/03
The Order of Myths,62645,CGld,1,3,7056,7/25/08
Ordinary People,54766923,Par.,6,0,170335,9/19/80
Ordinary Sinner,4083,Jour,1,1,3072,2/14/03
Orgasm Inc.,49001,FRun,2,3,8773,2/11/11
Orgazmo,602302,Oct.,94,94,210073,10/23/98
Original Gangstas,3718087,Orion,474,480,1157721,5/10/96
The Original Kings of Comedy,38182790,Par.,847,1082,11053832,8/18/00
Original Sin,16534221,MGM,2194,2194,6402741,8/3/01
Orlando,5319445,SPC,3,78,107030,6/9/93
Orlando (re-issue),58198,SPC,2,5,10885,7/23/10
The Ornithologist,50511,Strand,2,6,6132,6/23/17
Oro,5539,Sony,10,10,2571,12/1/17
Orphan,41596251,WB,2750,2750,12871483,7/24/09
The Orphanage,7161284,PicH,19,707,233323,12/28/07
Orphans,54754,Shoot.,19,19,16098,3/10/00
Orphans (1987),252430,Lori,1,25,14588,9/18/87
Orwell Rolls in His Grave,20389,SHB,1,3,6059,7/23/04
Osama,1270904,UA,4,35,51969,2/6/04
Oscar,23562716,BV,1388,1391,5091027,4/26/91
Oscar and Lucinda,1897404,FoxS,7,65,83461,1/2/98
The Oscar Nominated Short Films 2017,2835355,Shrts.,206,272,692399,2/10/17
The Oscar Nominated Short Films 2018,3508777,Shrts.,198,272,695044,2/9/18
"Oslo, August 31st",101475,Strand,2,7,9564,5/25/12
Osmosis Jones,13596911,WB,2305,2305,5271248,8/10/01
"OSS 117: Cairo, Nest of Spies",303543,MBox,9,13,31418,5/9/08
OSS 117: Lost in Rio,89375,MBox,3,7,10243,5/7/10
